Image_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,True Label
10005300_535738959872272_934427895_n.jpg,0.282148,0.23052837,0.17992795,0.08227582,0.09371194,0.03244877,0.035138305,0.015557946,0.019966384,0.0071127866,0.008391112,0.0044095297,0.004059233,0.0018842182,0.0024396866,0
10009869_509121312526592_1784155117_n.jpg,0.27203807,0.24237433,0.20682676,0.08864241,0.0656904,0.03137486,0.037654396,0.010955429,0.023254974,0.0061642467,0.005340688,0.0038999259,0.0034253965,0.0010865625,0.0012715524,0
100369085_875988196234197_6303127914397521071_n.jpg,0.42943838,0.22713421,0.1154673,0.058477186,0.085249215,0.030211478,0.015006813,0.0082046585,0.013050502,0.005179566,0.0051709455,0.0035064968,0.0019559066,0.00084876595,0.0010985462,0
100622098_618432588752223_844539748001224825_n.jpg,0.34028646,0.2288365,0.18446928,0.05905576,0.06943053,0.03214467,0.030327303,0.013485643,0.017671304,0.0075556277,0.006604777,0.0042910897,0.0026010321,0.0016270048,0.0016129074,0
101054361_174148340691021_8595617096888123889_n.jpg,0.24406284,0.23748663,0.18991482,0.0958334,0.083382756,0.036761925,0.041183233,0.017704124,0.017421579,0.009567298,0.011813647,0.0055201254,0.004141195,0.0026866812,0.0025197333,0
101471703_1117814978590424_7855997054869535697_n.jpg,0.37257826,0.30716068,0.08234819,0.060756035,0.080943085,0.014684978,0.033054866,0.011892317,0.017439041,0.0050819986,0.0038531576,0.004344441,0.003530884,0.0008443181,0.0014877525,0
101646901_685878221989554_1440288215377643819_n.jpg,0.24779253,0.2690477,0.16281395,0.11189859,0.07852527,0.029464955,0.042330682,0.011894914,0.01869383,0.007456013,0.008708337,0.0033294861,0.003510553,0.0022305879,0.0023026126,0
101983548_106576647673717_5619231120919522434_n.jpg,0.30344948,0.2420609,0.18774116,0.07913658,0.070284665,0.034938045,0.02988419,0.0163846,0.01592552,0.007077026,0.005364715,0.0033897785,0.0022782804,0.000747024,0.0013380221,0
10246029_714857265237494_1010790931_n.jpg,0.29034415,0.20459378,0.21391845,0.08127842,0.07812321,0.03410668,0.033974398,0.0146106575,0.01743791,0.008445339,0.009123769,0.005014317,0.004347622,0.0024248487,0.0022565168,0
10249118_1397948093816928_1420005874_n.jpg,0.45153666,0.24953891,0.14464027,0.040796906,0.037387714,0.029983096,0.015527014,0.009544481,0.009697731,0.004942898,0.0021553743,0.0021487602,0.0010812547,0.00034931817,0.0006696334,0
10251343_1402380826707611_7064542_n.jpg,0.27732256,0.19684793,0.20955786,0.08396989,0.09681563,0.032681055,0.04119295,0.014337858,0.01663214,0.0081885755,0.00880883,0.0036999884,0.0043896376,0.0029378338,0.0026172695,0
10251383_1408998982704984_762694650_n.jpg,0.48226622,0.22452259,0.10394517,0.035721805,0.0823779,0.021202018,0.019274525,0.008138743,0.009215375,0.004797906,0.0036425432,0.0019556151,0.0016997064,0.00029443574,0.00094543694,0
