Image_id,True Label,Count,WordLevel,Ngram,Charlevel,NB Average Prediction
21224059_813402765496173_3656978573085900800_n.jpg,0,0,0,0,0,0.0
11326077_661499883950974_383742159_n.jpg,0,0,0,0,0,0.0
16584084_246369762484568_3319104284867428352_n.jpg,1,2,2,2,2,2.0
23735168_164072337661202_7922580383114199040_n.jpg,4,2,2,2,2,2.0
26305376_2040220619588760_4111079375028355072_n.jpg,4,4,4,4,4,4.0
65553354_119452999332730_7575235306212096256_n.jpg,1,0,0,2,1,1.0
19367181_382457888817484_1337219358732058624_n.jpg,1,1,1,1,1,1.0
178053361_282161186782177_4725718962859877018_n.jpg,2,0,0,0,0,0.0
11271141_662590347175034_1264586184_n.jpg,1,1,1,0,0,0.0
118470743_305174320715948_4016685985532505864_n.jpg,1,0,1,0,1,0.0
21295107_1621843614557323_4843357675360092160_n.jpg,0,0,0,0,1,0.0
22280471_1416884635096992_7483244635058339840_n.jpg,1,2,2,2,2,2.0
45558377_1997992047171548_2306470662139546180_n.jpg,2,4,2,4,4,4.0
125923306_175268027580051_5610088620785052127_n.jpg,6,6,6,6,6,6.0
116428423_288056395760396_8000334401207456622_n.jpg,2,1,1,0,1,1.0
30603399_2066382170240640_4326138978928427008_n.jpg,0,0,0,0,0,0.0
145022334_2838965719755583_6649120145120148847_n.jpg,1,1,1,0,0,0.0
43914411_362651787810888_2905542770706004185_n.jpg,1,1,1,0,1,1.0
158865161_119061810173495_1118401233280637250_n.jpg,4,4,4,4,4,4.0
132487995_149025250344865_3792988889240405212_n.jpg,6,10,0,0,6,4.0
70664252_524554851696399_635435932730138408_n.jpg,0,0,0,0,0,0.0
11909261_964720020266278_1216910077_n.jpg,1,1,1,0,1,1.0
175492071_448770079525270_4864693981184912869_n.jpg,3,0,0,0,0,0.0
15535537_1872037766350993_3026173363362988032_n.jpg,0,0,0,0,0,0.0
53389431_2279335295647303_6029391379631494539_n.jpg,1,2,2,2,4,2.0
65722807_207812483570795_4118238770805137973_n.jpg,1,4,3,0,3,2.0
12934904_470884443106082_1549774744_n.jpg,0,0,0,0,0,0.0
106507219_2658166887755592_8119873050554053567_n.jpg,3,0,0,0,0,0.0
11382947_390359737826691_2553880_n.jpg,0,0,0,0,0,0.0
79301408_160501858627379_5057559403629864550_n.jpg,1,1,1,0,0,0.0
42357578_2015092011888783_6272510464381721553_n.jpg,2,1,1,0,1,1.0
70463793_177259566979271_6756209478642518348_n.jpg,3,2,4,1,2,2.0
138998203_239017654455605_8228703061228772604_n.jpg,1,1,0,0,1,0.0
1922485_168704906824090_701966005_n.jpg,2,0,0,0,1,0.0
119780236_1189857518068116_6791017263974631078_n.jpg,1,0,0,0,0,0.0
131013544_454817962176932_765993369167703532_n.jpg,5,2,2,4,2,2.0
26266601_184560318800223_8223963684293050368_n.jpg,1,2,0,1,1,1.0
21224435_1692782827432038_4321251499419107328_n.jpg,1,2,2,2,2,2.0
71119749_2600199510200981_3353705425782921749_n.jpg,1,1,0,0,1,0.0
11358983_701448996652056_1812439237_n.jpg,1,0,0,0,0,0.0
75214684_581624955711491_5572180774077325483_n.jpg,6,4,4,2,4,4.0
120136978_157928435986282_6511085630169705385_n.jpg,4,4,4,0,2,2.0
34121588_164693951054335_5389579289509232640_n.jpg,2,2,2,2,2,2.0
21149872_1539638239434172_3193069865430679552_n.jpg,0,0,0,0,0,0.0
121822460_338008594154535_4998629091237230259_n.jpg,1,0,0,0,0,0.0
158484348_774687456755674_7017597165457885444_n.jpg,2,1,1,0,1,1.0
18947370_1535767503141509_5573521851054817280_n.jpg,1,0,0,0,0,0.0
90403868_2677578195674104_4860898434166063602_n.jpg,2,4,3,0,3,2.0
44436551_322768391845448_6292346068922369937_n.jpg,1,1,1,1,1,1.0
105381706_154246359503848_6806914307723249665_n.jpg,2,2,2,0,2,2.0
53294874_1365636170244967_2343456914409222543_n.jpg,1,0,0,1,1,0.0
22220676_121585358558996_6365923238194708480_n.jpg,0,1,0,0,0,0.0
16230709_1357946980944872_1095515860786741248_n.jpg,2,0,0,0,0,0.0
148287861_179374450396676_6193247701459235541_n.jpg,4,1,0,0,0,0.0
13398893_143803122697968_1731025422_n.jpg,0,0,0,0,0,0.0
87740791_547320295883604_9080611474537431851_n.jpg,8,0,0,0,0,0.0
134994934_401877061132186_4263894049220657290_n.jpg,2,1,1,1,1,1.0
151443540_4007065115984840_7438181115626619896_n.jpg,4,4,4,4,3,4.0
100377382_3006641432782302_3065339240964505611_n.jpg,2,1,1,0,1,1.0
26870848_147107432645375_767813738752376832_n.jpg,7,2,2,7,2,3.0
11352090_699788716834304_1403122893_n.jpg,0,0,1,0,0,0.0
176745953_256608899545640_1429757601997271762_n.jpg,2,2,2,2,4,2.0
40606920_2222244018057072_1324445910223024990_n.jpg,2,2,2,2,2,2.0
47585251_123047645394199_6871937123566421404_n.jpg,1,0,0,0,0,0.0
72847025_124169965359463_5470413809676638035_n.jpg,3,0,0,0,2,0.0
104068438_726483584772353_5969426423943798005_n.jpg,2,2,2,0,3,2.0
19764532_1576639065694341_5312947035610021888_n.jpg,0,0,0,0,0,0.0
27893952_566079723750069_8848401527690231808_n.jpg,0,0,0,0,0,0.0
11417507_970532986300733_1230095821_n.jpg,0,0,1,1,1,1.0
12346138_1556392527979948_1866802680_n.jpg,0,0,0,0,0,0.0
45370151_228733111153818_5759819240754032424_n.jpg,0,0,0,0,0,0.0
26872697_1897097083933756_1925839090436014080_n.jpg,4,2,2,1,2,2.0
37708870_304713633409605_1272732683935416320_n.jpg,2,3,3,2,3,3.0
54230428_259172344966083_1092148693613745203_n.jpg,4,4,2,0,4,2.0
101661562_728194497932858_2513704784614287563_n.jpg,4,4,4,4,4,4.0
16110499_360027367723747_125794957830127616_n.jpg,1,0,0,0,0,0.0
173595729_194684818931924_5345049580603903152_n.jpg,9,3,2,0,2,2.0
83407290_489415595296529_6198068869308465837_n.jpg,0,1,1,0,2,1.0
54513322_303535730562253_22555591295096963_n.jpg,2,2,2,0,2,2.0
12519546_100169570391564_1549026871_n.jpg,0,0,0,0,0,0.0
12338696_1653957444892873_1126331611_n.jpg,1,1,1,1,1,1.0
143801414_148552173744214_64378477565252783_n.jpg,2,0,0,0,0,0.0
104339969_1454991988017900_4575004838404277088_n.jpg,1,0,0,0,0,0.0
21042145_1042954289174957_283439430327336960_n.jpg,4,1,0,0,0,0.0
40901712_269154930400003_148971731744932596_n.jpg,1,1,1,1,1,1.0
106784434_2674192566157231_1729271609126600011_n.jpg,3,2,1,0,2,1.0
28152891_681672548889587_6191495798736289792_n.jpg,4,3,3,3,3,3.0
32624081_2136035363103264_4517884233330458624_n.jpg,0,2,0,0,0,0.0
23416604_127097651308104_679133745105600512_n.jpg,0,0,0,0,0,0.0
61296936_400989453843203_8037288607315827588_n.jpg,0,0,0,0,0,0.0
26870208_212216829327494_3489344367435448320_n.jpg,5,6,2,5,3,4.0
15403324_1381174488583997_3108770459252948992_n.jpg,1,0,0,0,0,0.0
165072690_354230652557860_8942827425536122054_n.jpg,9,4,4,4,4,4.0
69751546_124574055571947_2887886443029372528_n.jpg,5,0,0,4,0,1.0
11385525_1450395648589205_2057098112_n.jpg,0,0,0,0,0,0.0
21980418_293035997841363_3040501674910154752_n.jpg,0,0,0,0,0,0.0
139624806_163770918530273_5952227030049980562_n.jpg,2,2,2,2,2,2.0
44433612_410060772860206_8544169156442790481_n.jpg,0,1,0,0,0,0.0
25023602_274875146378977_8647664690534547456_n.jpg,5,0,0,0,0,0.0
15624048_176583516151350_2347268290906161152_n.jpg,2,1,1,1,1,1.0
54512764_385181618943667_768852955640248958_n.jpg,2,2,1,2,0,1.0
125108251_1880325775448829_4732424741388174847_n.jpg,6,0,0,0,0,0.0
95224588_247963286448349_5678611281984135166_n.jpg,2,3,4,2,2,3.0
39132270_717870041898543_5975278851473801216_n.jpg,2,2,2,2,2,2.0
81220320_519168688688015_6357124195303438431_n.jpg,2,2,2,2,2,2.0
153690731_1411804242323547_1632513124344167410_n.jpg,6,2,2,0,1,1.0
10725009_930781503601967_894634559_n.jpg,0,0,0,0,0,0.0
23823337_1473307509413038_960842333677420544_n.jpg,6,2,2,2,3,2.0
73283441_121546762631639_8512985326514471824_n.jpg,0,0,0,0,2,0.0
146360593_127548489164887_9168148143735741357_n.jpg,2,2,2,2,2,2.0
58626064_659168917853723_1627227195563419885_n.jpg,4,4,3,0,4,3.0
12107607_301462960048203_1620178454_n.jpg,0,2,0,0,0,0.0
154754506_483942485955993_460948068690914158_n.jpg,3,4,4,4,3,4.0
12224642_758537507613348_1430291625_n.jpg,0,0,0,0,0,0.0
21224082_1711604112207640_422198807069982720_n.jpg,1,1,1,1,1,1.0
21294358_119155932143209_5497282170051362816_n.jpg,1,2,2,2,2,2.0
53641607_1044529829074673_8867581457765460698_n.jpg,1,1,1,0,1,1.0
11373628_395993453925538_661981438_n.jpg,0,0,0,0,0,0.0
12748469_1674056406200549_2015529382_n.jpg,0,0,0,0,0,0.0
22352126_1444203805698034_5532635866930872320_n.jpg,0,0,2,0,2,1.0
140813220_471271853872760_2058585032801286546_n.jpg,4,2,2,3,2,2.0
136686088_128519622420688_2082208931297954861_n.jpg,1,0,0,0,0,0.0
18949663_1466900200057981_4781423748735565824_n.jpg,2,0,0,1,0,0.0
120892743_1011939932563372_1578259879579580704_n.jpg,12,4,2,0,4,2.0
11049300_1476645302555990_1080473815_n.jpg,1,0,0,0,0,0.0
44561345_757164854634190_6850897258250569605_n.jpg,3,1,0,2,1,1.0
69596518_389185975132539_8646417133063131133_n.jpg,1,0,0,0,0,0.0
23348225_128987737812992_5983338185806053376_n.jpg,0,2,2,2,2,2.0
30829792_198878714235816_1604802491357069312_n.jpg,2,0,0,0,0,0.0
131905040_243033180575748_373209555268327151_n.jpg,5,1,1,0,1,1.0
152773038_922202428586621_898584911715326906_n.jpg,4,2,2,2,0,2.0
121710672_778396472722025_8539939491983005827_n.jpg,3,0,0,0,0,0.0
36048016_351025722094791_4128054189588742144_n.jpg,0,0,0,0,0,0.0
123141092_3634416273316167_363405944336632972_n.jpg,3,2,0,0,2,1.0
73427308_102319857861896_2297630900050772957_n.jpg,3,1,1,1,2,1.0
20902398_339956719780477_7516102208614563840_n.jpg,4,0,0,0,0,0.0
16465732_1830841307182119_893479516851142656_n.jpg,0,0,0,0,0,0.0
18380155_538334289840992_149416539223752704_n.jpg,0,0,0,0,0,0.0
26287599_1007972289350755_4569621246169317376_n.jpg,3,4,4,4,2,4.0
45522993_295153444440015_5296989541228302168_n.jpg,3,0,0,0,0,0.0
118696481_313755386569934_7070394194194355390_n.jpg,2,2,2,2,2,2.0
26867723_1740774122647395_5386232732596568064_n.jpg,2,1,1,1,1,1.0
15802968_1766182180373849_8138240895888654336_n.jpg,0,0,0,0,0,0.0
21227351_1503342549711892_3968804352805568512_n.jpg,2,1,1,1,1,1.0
14280597_319835411702155_904601288_n.jpg,1,0,0,0,0,0.0
18096025_739045446265595_3757977774183153664_n.jpg,1,0,0,0,0,0.0
61784221_2219515311692100_5177401074383474810_n.jpg,6,2,0,1,0,1.0
87575482_594648607756530_5077942854591669875_n.jpg,2,2,2,0,2,2.0
89380821_232196544487632_8017591719755227550_n.jpg,0,1,1,1,1,1.0
42173853_301472780452521_7542554068787320497_n.jpg,1,1,1,0,1,1.0
19533945_1735878606718684_7711815776574898176_n.jpg,2,0,0,0,0,0.0
29401564_2028965060763378_171564959719751680_n.jpg,0,0,0,0,0,0.0
69361642_2928420370561331_3270582174815776717_n.jpg,2,2,0,1,0,1.0
124440563_122501899634731_6643553581779474073_n.jpg,9,0,0,0,0,0.0
12331735_530382290457958_1147069159_n.jpg,0,0,0,0,0,0.0
118156380_648332609421777_2416662083844526752_n.jpg,1,1,1,1,1,1.0
14733368_308866296159667_4057582400555712512_n.jpg,0,0,0,0,0,0.0
10483413_1455377254774802_793469746_n.jpg,1,2,2,0,0,1.0
135668863_476916036997895_6730571008088615448_n.jpg,4,4,0,0,0,1.0
10261113_933553820091325_1643139508_n.jpg,0,0,0,0,0,0.0
73512799_2525579434198152_9085721730597909651_n.jpg,3,1,1,0,0,0.0
130253807_1109614012831538_7299642340451520248_n.jpg,1,1,0,0,0,0.0
120421190_3313947188658389_1769449491852603636_n.jpg,7,1,1,1,1,1.0
21224212_2012311528997779_8178677476109582336_n.jpg,1,0,0,1,1,0.0
26068541_412552739164917_552054132492468224_n.jpg,0,0,0,0,0,0.0
36148890_2248727298688913_890353918825988096_n.jpg,2,1,1,1,2,1.0
54513253_1138258106373886_6886250592837450599_n.jpg,1,1,1,0,1,1.0
74919512_604045243669156_5425654857782419716_n.jpg,7,2,2,1,2,2.0
141771890_2890821504494591_754409232890811712_n.jpg,0,2,0,0,2,1.0
25037820_556273884706516_3123649759269617664_n.jpg,0,0,0,0,0,0.0
53577800_127433941731660_2687628386174515368_n.jpg,0,0,0,0,0,0.0
141891408_1120161041763398_7690254921141583325_n.jpg,14,2,2,2,2,2.0
18299750_1912737442274501_854455946510860288_n.jpg,0,0,0,0,0,0.0
16906930_1407251955982559_9166442773627273216_n.jpg,2,0,0,0,0,0.0
11018469_394761434030336_1166524104_n.jpg,0,0,0,0,0,0.0
41974760_2231512480459389_6068905642299959273_n.jpg,3,3,3,2,4,3.0
34184488_208475366633568_8080715332286676992_n.jpg,1,1,0,1,1,1.0
153389619_767382920843167_349591942952549495_n.jpg,0,1,1,0,1,1.0
116322359_750790898989059_4618967858060898872_n.jpg,5,4,1,1,3,2.0
120975486_630341560990706_2872141380656649392_n.jpg,4,2,2,0,0,1.0
139325409_716103985717738_2835134717319032504_n.jpg,6,6,0,0,6,3.0
11327328_655970554536127_745682339_n.jpg,0,0,0,0,0,0.0
56905188_846363095710486_2804698105989932402_n.jpg,2,0,0,0,1,0.0
14288008_592688864249792_1068785463_n.jpg,0,0,0,0,0,0.0
62102124_635121830289911_1737214618680645382_n.jpg,1,1,0,0,0,0.0
88921227_136349094414131_2353578891546983947_n.jpg,0,0,0,0,1,0.0
15258783_344848699232914_9145310220270960640_n.jpg,0,0,0,0,0,0.0
40717810_1165894460217362_2657817082359447552_n.jpg,0,0,0,0,0,0.0
120735589_2778966762390980_2380941951574560417_n.jpg,2,1,0,0,0,0.0
14533514_319732435070720_6596722952341815296_n.jpg,1,0,0,0,0,0.0
90855673_525754231474293_1128093819988033740_n.jpg,1,2,2,0,0,1.0
79332161_123907092088134_8766129311068595686_n.jpg,0,0,0,0,0,0.0
42004244_2230797173816940_5753085461919579885_n.jpg,0,0,0,0,0,0.0
142869174_136539581617327_3701200775522342190_n.jpg,1,0,0,0,0,0.0
157718227_1387202654948948_1377267721768943541_n.jpg,4,0,1,0,0,0.0
64356167_561479834381149_5916011793030063720_n.jpg,3,0,0,0,0,0.0
30086837_160497124782935_5492857919944785920_n.jpg,1,2,1,1,1,1.0
81894610_2631812870250581_5854734281830619086_n.jpg,2,3,3,3,3,3.0
22157186_354739104949326_2238371671448748032_n.jpg,0,0,0,0,0,0.0
10864814_800451816659001_983312872_n.jpg,0,0,0,0,0,0.0
118973776_3235838306507843_9177458320781701524_n.jpg,0,0,0,0,1,0.0
10808979_558422280968541_1292835745_n.jpg,0,1,0,0,1,0.0
87780080_136438067681061_1156333848717942869_n.jpg,0,1,0,0,0,0.0
21224610_337450676714990_2979211632602775552_n.jpg,1,1,1,1,1,1.0
29714705_345149309339974_803807553262714880_n.jpg,2,3,3,4,3,3.0
15623981_237678246657838_3281402679691051008_n.jpg,0,0,0,0,0,0.0
84113798_120344659525187_4027340722178317790_n.jpg,1,0,0,0,0,0.0
10954410_781678491919296_951691504_n.jpg,0,0,0,0,0,0.0
54510774_185585219074456_8695509312484405035_n.jpg,1,1,0,0,1,0.0
46352735_2517430074963619_5712752188972888287_n.jpg,2,1,0,0,0,0.0
101020535_252198506213205_6355079537898988874_n.jpg,1,0,0,0,0,0.0
33736466_818149735043587_4586941526424158208_n.jpg,3,0,0,0,0,0.0
129196590_406511713823747_2556239070743459655_n.jpg,10,14,0,0,2,4.0
134406799_254740799406633_8610972555724865286_n.jpg,3,1,0,0,0,0.0
13649322_112539082527895_871605394_n.jpg,0,0,0,0,0,0.0
51956182_2240007862940595_6067304990891926105_n.jpg,2,1,1,1,2,1.0
10268907_688251717901488_1141026063_n.jpg,1,0,0,0,0,0.0
12081298_716014335196161_1088687002_n.jpg,0,0,0,0,0,0.0
1173170_442021742590403_319967879_n.jpg,0,0,0,0,0,0.0
21227233_1653866851311191_1132284989908451328_n.jpg,1,1,1,0,1,1.0
10914235_206954366334803_122751532_n.jpg,0,0,0,0,0,0.0
177482085_3054569634776657_3275664521792702569_n.jpg,5,4,4,4,4,4.0
21435535_127360194502803_466740710305955840_n.jpg,1,1,1,0,0,0.0
72561528_433851057325253_5126774339978714165_n.jpg,2,2,2,2,2,2.0
20838940_109061016457132_5410838767739076608_n.jpg,2,0,0,0,0,0.0
10542984_271970289664985_62927418_n.jpg,0,0,0,0,0,0.0
127223778_435342741202670_8637054141214369834_n.jpg,8,6,6,2,6,5.0
11899712_931606993593401_1918926900_n.jpg,0,0,0,0,0,0.0
21690076_861958380628058_3290910388664664064_n.jpg,4,0,0,1,0,0.0
25023519_254812968384884_1753155124231929856_n.jpg,1,0,0,0,0,0.0
11116991_634857196616158_1412685827_n.jpg,0,0,1,0,0,0.0
27893826_548368642188433_7642848617664872448_n.jpg,1,0,0,0,0,0.0
94460414_2594324334115571_6698205036231719500_n.jpg,1,1,0,0,0,0.0
11348216_1649992395237216_1095215422_n.jpg,0,0,0,0,0,0.0
179333474_151727396955709_3269969917805260217_n.jpg,4,0,0,0,1,0.0
14063703_580912685424319_354843118_n.jpg,0,0,0,0,0,0.0
69850878_136584600956993_7409702271548555489_n.jpg,2,2,2,2,4,2.0
175981731_171207224864335_1615449737718353641_n.jpg,3,3,3,2,3,3.0
37247408_1011552752346206_6444203153217814528_n.jpg,7,2,1,0,2,1.0
23824064_855087464654785_864918495433850880_n.jpg,2,2,2,2,2,2.0
132111004_212221163793535_4928219119447774408_n.jpg,3,0,0,0,0,0.0
18878975_135998340296114_2155780094591762432_n.jpg,0,0,0,0,0,0.0
27880053_2038585443085508_6269494805718368256_n.jpg,2,0,0,0,0,0.0
17077675_272015783221978_8856095257226379264_n.jpg,0,1,0,0,0,0.0
74670562_2164005413893237_8959926293707494054_n.jpg,2,2,0,2,0,1.0
69106494_2496921373709387_5569619319435817957_n.jpg,2,0,0,0,0,0.0
155302704_582471872711617_5769450290896524298_n.jpg,2,0,0,0,0,0.0
73398079_2381227178806946_9099132143914576030_n.jpg,3,2,2,3,3,2.0
11334541_120180778315127_1305301657_n.jpg,2,1,1,1,2,1.0
28158128_999213946922592_8652389682841124864_n.jpg,5,2,2,2,2,2.0
11910315_1696600597243848_1813464582_n.jpg,0,0,0,0,0,0.0
130361190_767673890492497_533259859722634134_n.jpg,4,1,1,1,1,1.0
19535266_141512419759454_3565451110611156992_n.jpg,0,0,0,0,0,0.0
107431032_279701476695928_7190064664484272145_n.jpg,4,0,0,0,0,0.0
21577033_1472783006162637_5987365825747615744_n.jpg,0,0,0,0,0,0.0
14582330_1849467968619927_7272661439347687424_n.jpg,1,0,0,0,0,0.0
14073338_279183159120582_1487503423_n.jpg,0,1,1,0,1,1.0
165332390_783743455843331_7768297508759751711_n.jpg,2,0,0,0,0,0.0
60653896_140153017054400_6367056638268726671_n.jpg,3,1,0,0,0,0.0
14719558_1790557271192271_3391130637313245184_n.jpg,1,0,0,0,0,0.0
30829572_212873146144236_234257261604634624_n.jpg,0,0,0,0,0,0.0
83336468_213206459813159_3699119938749852484_n.jpg,3,0,0,0,0,0.0
71825740_484109585523864_1664391318804967655_n.jpg,0,0,0,0,0,0.0
11424701_412652438928366_2026449378_n.jpg,0,0,0,0,0,0.0
69426582_531227191037112_7563776090357062467_n.jpg,2,2,2,2,2,2.0
168271836_472518933940560_4522374117102492100_n.jpg,2,2,2,3,2,2.0
42957742_169676470622794_4917924828878501513_n.jpg,1,2,2,1,2,2.0
21576727_1903161133344008_3614800224712654848_n.jpg,0,0,0,0,0,0.0
135834674_2870635639924878_883171737398065697_n.jpg,0,0,0,0,0,0.0
126322938_697312307646694_65422345773371052_n.jpg,1,1,1,0,1,1.0
54511708_1246591832165238_5549049087365586571_n.jpg,0,0,0,0,0,0.0
61512501_118237899411619_8254484449901798873_n.jpg,12,3,3,0,3,2.0
52303412_2124809934274151_3417274081072863443_n.jpg,4,0,0,1,2,1.0
42002759_316802598875939_2001745606600163966_n.jpg,1,1,1,0,1,1.0
33878295_241764799909246_4920082382725316608_n.jpg,0,0,0,0,0,0.0
69875300_387587878598940_9095353615417791377_n.jpg,2,0,1,0,2,1.0
21227440_1760286427338288_1154444895146999808_n.jpg,1,1,1,1,1,1.0
23825146_508630649502632_6230296228345675776_n.jpg,2,2,2,2,2,2.0
14280370_875006049310793_652390708_n.jpg,0,0,0,0,0,0.0
91911804_568785610410035_1271722806477263487_n.jpg,2,2,2,0,2,2.0
72792613_2445618602324029_5271132336880734994_n.jpg,1,0,0,0,0,0.0
40003247_263795884135497_2967163121492164434_n.jpg,0,0,0,0,0,0.0
79756975_545285582723027_7527161964824651350_n.jpg,0,0,0,0,4,1.0
15624543_131761407317352_3198570103629152256_n.jpg,0,0,0,0,0,0.0
1739698_201922750003760_1561303373_n.jpg,0,0,0,0,0,0.0
47585917_2403388556399154_4245829834273204376_n.jpg,7,6,0,1,2,2.0
30938772_144716899711877_16880982409871360_n.jpg,1,0,0,0,0,0.0
11848922_1126352190727859_970399803_n.jpg,0,0,0,0,0,0.0
18011776_285896271856521_2887030841177800704_n.jpg,6,0,0,0,0,0.0
35369052_672999909715572_8190603741297115136_n.jpg,0,1,1,0,1,1.0
162400368_1836334083189939_2532971016077141996_n.jpg,1,1,1,1,1,1.0
21294392_1407422779374555_3570290963228131328_n.jpg,1,1,0,0,1,0.0
50996929_148710829479825_4576919503460218730_n.jpg,1,3,1,1,3,2.0
94461896_225629865538199_6338591539087583830_n.jpg,0,0,0,1,0,0.0
22069325_1955451531397423_3460178515838631936_n.jpg,0,0,0,0,0,0.0
165552603_490622995293118_5360814494407784284_n.jpg,1,1,0,0,0,0.0
13256725_1013939822029312_96669981_n.jpg,3,0,0,0,0,0.0
22278285_119084932121220_8976921204183007232_n.jpg,0,0,0,0,2,0.0
81702514_216186146057460_6466664784738235362_n.jpg,8,6,4,0,6,4.0
106359137_190277209087611_4984335561651974934_n.jpg,1,1,1,1,2,1.0
21149548_1699893476985952_1794888410914095104_n.jpg,3,2,2,2,2,2.0
21577120_1954538774759210_1175386159249883136_n.jpg,0,1,0,0,0,0.0
